Age,Gender,Body Type,Height,Weight
21,Male,Slim,170,61
27,Male,Athletic,184,69
60,Male,Heavy,182,91
34,Female,Average,162,62
32,Female,Athletic,169,56
33,Male,Athletic,174,72
51,Male,Heavy,178,90
29,Female,Average,159,59
57,Female,Slim,150,46
36,Female,Average,159,58
44,Female,Athletic,164,57
19,Female,Heavy,153,85
33,Female,Athletic,156,61
52,Male,Heavy,178,99
27,Female,Average,166,52
49,Male,Average,171,67
43,Female,Athletic,163,59
20,Female,Heavy,155,82
30,Female,Slim,150,50
19,Male,Heavy,180,88
55,Male,Athletic,168,79
44,Male,Athletic,172,75
47,Male,Average,171,62
28,Male,Athletic,179,70
29,Male,Heavy,182,97
31,Male,Athletic,175,67
50,Female,Slim,159,53
26,Female,Heavy,158,81
32,Male,Athletic,171,79
37,Male,Average,171,76
32,Male,Athletic,175,73
24,Female,Slim,161,51
18,Male,Slim,163,52
52,Male,Heavy,172,86
49,Female,Heavy,151,88
58,Female,Athletic,171,59
24,Female,Athletic,157,65
53,Male,Athletic,173,70
36,Male,Slim,167,62
44,Male,Athletic,181,75
22,Female,Athletic,157,60
51,Female,Heavy,153,73
57,Male,Athletic,170,71
36,Female,Heavy,166,76
39,Male,Heavy,182,92
60,Male,Slim,165,51
30,Female,Athletic,163,59
52,Female,Average,158,44
38,Male,Average,169,68
27,Female,Athletic,161,58
40,Male,Slim,170,60
54,Male,Average,167,65
24,Male,Athletic,172,70
32,Male,Athletic,166,70
49,Female,Heavy,158,86
55,Male,Athletic,174,78
55,Male,Athletic,182,64
28,Female,Athletic,161,63
51,Female,Slim,160,44
43,Male,Athletic,178,69
18,Male,Athletic,171,63
39,Female,Slim,161,52
25,Female,Heavy,158,72
27,Male,Heavy,179,101
57,Female,Heavy,158,76
50,Male,Athletic,174,64
49,Male,Heavy,175,94
54,Male,Slim,168,58
43,Female,Average,155,57
23,Male,Slim,172,60
52,Male,Slim,180,50
25,Male,Slim,162,55
44,Female,Slim,157,42
38,Female,Slim,162,43
40,Male,Slim,168,56
56,Female,Athletic,171,49
21,Male,Slim,164,57
20,Female,Heavy,156,72
21,Female,Heavy,160,80
20,Male,Slim,165,60
54,Female,Heavy,158,98
33,Female,Slim,158,41
22,Female,Average,162,59
30,Male,Average,174,70
27,Male,Athletic,177,60
25,Male,Slim,178,58
44,Female,Athletic,165,52
51,Female,Slim,153,52
54,Female,Athletic,166,60
30,Male,Slim,168,60
59,Male,Heavy,176,68
53,Female,Heavy,157,77
47,Female,Slim,159,53
55,Male,Heavy,179,87
53,Female,Average,169,58
40,Male,Athletic,180,76
21,Male,Athletic,175,76
27,Female,Slim,156,54
35,Female,Average,158,45
60,Female,Heavy,158,75
24,Female,Athletic,167,73
33,Male,Slim,174,60
26,Male,Heavy,181,76
43,Male,Heavy,183,90
58,Male,Average,172,72
18,Male,Athletic,179,78
38,Male,Athletic,180,77
42,Male,Athletic,185,63
43,Female,Slim,159,51
31,Female,Heavy,160,89
36,Male,Heavy,173,87
52,Female,Heavy,161,69
40,Male,Heavy,183,94
30,Male,Athletic,168,65
44,Male,Heavy,181,95
44,Male,Athletic,176,68
46,Male,Average,180,67
52,Male,Athletic,169,67
35,Female,Athletic,168,54
60,Female,Average,171,46
24,Female,Athletic,168,63
47,Female,Average,172,54
32,Female,Average,155,64
42,Male,Average,171,62
21,Male,Average,170,83
22,Male,Athletic,175,76
22,Female,Athletic,161,62
45,Female,Athletic,159,63
23,Female,Athletic,160,69
26,Female,Average,167,61
43,Female,Heavy,151,87
52,Female,Heavy,164,78
32,Female,Average,162,49
30,Male,Slim,167,58
27,Male,Heavy,191,93
27,Female,Average,156,60
28,Female,Heavy,153,91
60,Male,Heavy,182,99
49,Male,Average,176,66
47,Female,Heavy,154,93
25,Female,Athletic,166,62
42,Female,Athletic,163,60
49,Female,Slim,162,55
24,Male,Heavy,177,110
58,Male,Athletic,171,69
25,Female,Average,153,58
32,Male,Average,162,68
60,Male,Average,164,70
59,Male,Average,175,62
27,Female,Average,164,53
56,Male,Slim,171,63
36,Female,Slim,163,52
51,Female,Athletic,161,63
36,Male,Heavy,186,87
19,Female,Slim,156,48
36,Female,Slim,157,52
33,Male,Average,177,59
27,Female,Average,169,63
24,Male,Average,174,77
40,Female,Athletic,164,58
19,Male,Athletic,181,70
21,Female,Heavy,154,81
47,Male,Average,175,63
20,Male,Athletic,174,74
53,Male,Heavy,175,94
26,Male,Athletic,173,68
40,Female,Average,169,54
25,Male,Athletic,174,78
56,Male,Heavy,181,93
50,Female,Average,159,52
39,Male,Slim,173,65
50,Male,Athletic,178,66
19,Male,Slim,161,52
18,Male,Athletic,163,72
50,Male,Athletic,170,70
44,Female,Heavy,159,75
45,Female,Heavy,157,87
49,Male,Slim,175,53
33,Male,Average,172,69
44,Male,Average,176,73
41,Female,Slim,156,54
59,Female,Average,165,64
39,Female,Average,168,54
30,Female,Average,167,64
43,Female,Slim,162,54
42,Male,Slim,175,66
37,Male,Heavy,177,99
21,Female,Slim,153,45
51,Female,Slim,158,50
27,Female,Heavy,162,84
52,Male,Average,169,61
60,Male,Heavy,174,72
49,Male,Average,175,68
50,Male,Average,169,55
36,Male,Slim,179,62
37,Female,Athletic,159,60
38,Female,Slim,152,47
43,Female,Athletic,164,66
34,Male,Heavy,177,85
42,Male,Slim,174,59
52,Female,Average,159,55
40,Male,Athletic,173,72
30,Male,Average,177,65
41,Female,Average,158,53
46,Male,Slim,175,57
58,Male,Heavy,177,83
42,Male,Athletic,170,77
35,Male,Slim,169,59
42,Male,Athletic,178,73
28,Female,Slim,157,47
41,Male,Slim,166,52
51,Female,Average,162,50
41,Male,Slim,164,55
32,Male,Slim,174,61
20,Female,Average,161,55
35,Female,Slim,156,54
54,Male,Athletic,177,79
50,Female,Average,157,50
38,Male,Slim,174,56
33,Female,Average,164,53
37,Male,Athletic,182,72
26,Female,Athletic,168,69
47,Female,Heavy,164,87
42,Male,Slim,172,60
18,Male,Heavy,180,81
20,Female,Athletic,169,52
25,Female,Athletic,170,64
58,Male,Average,168,66
29,Female,Athletic,163,67
42,Male,Slim,167,59
45,Female,Slim,165,49
42,Male,Average,169,67
60,Male,Athletic,171,75
32,Male,Athletic,166,67
27,Male,Slim,164,49
30,Male,Average,173,68
43,Female,Heavy,155,88
28,Male,Heavy,177,103
26,Male,Slim,168,65
51,Female,Heavy,160,87
46,Male,Athletic,183,73
35,Female,Heavy,164,85
53,Male,Slim,168,52
42,Male,Heavy,179,81
34,Male,Athletic,173,71
56,Female,Average,163,52
52,Male,Average,164,68
45,Male,Average,167,66
36,Male,Average,177,64
41,Female,Slim,160,40
51,Female,Heavy,158,76
26,Male,Heavy,172,84
33,Female,Heavy,153,92
45,Female,Average,171,61
27,Male,Average,170,71
21,Male,Heavy,182,92
49,Male,Average,171,68
44,Male,Average,170,65
20,Male,Athletic,174,76
33,Female,Slim,160,54
30,Female,Slim,155,42
22,Male,Average,180,61
34,Male,Athletic,178,69
35,Male,Heavy,175,97
48,Male,Average,171,63
31,Male,Slim,166,54
23,Male,Average,175,64
47,Male,Average,183,63
23,Male,Athletic,167,70
18,Male,Slim,171,59
52,Female,Heavy,155,62
19,Female,Average,171,58
52,Male,Slim,174,60
48,Female,Slim,158,51
37,Male,Athletic,173,68
35,Male,Average,165,74
32,Female,Slim,169,48
46,Male,Average,170,59
60,Female,Slim,158,56
24,Male,Athletic,180,75
40,Female,Slim,160,47
35,Female,Athletic,167,60
55,Male,Athletic,175,64
46,Female,Heavy,157,85
23,Male,Heavy,178,103
29,Female,Slim,155,51
49,Male,Average,163,72
19,Female,Slim,153,55
50,Female,Average,159,57
24,Female,Athletic,160,56
35,Female,Slim,162,45
47,Male,Slim,176,49
37,Male,Slim,175,57
36,Female,Heavy,153,98
41,Male,Slim,168,60
49,Male,Athletic,168,77
30,Male,Average,175,76
58,Female,Slim,159,43
18,Female,Slim,163,55
58,Female,Heavy,159,71
27,Male,Slim,170,55
33,Male,Heavy,179,98
43,Male,Average,164,65
59,Male,Heavy,173,82
39,Female,Athletic,164,55
47,Female,Average,168,57
54,Female,Slim,169,50
26,Female,Athletic,166,66
20,Male,Slim,170,61
41,Male,Heavy,184,95
59,Female,Slim,167,48
54,Male,Heavy,180,90
25,Female,Slim,153,49
58,Male,Average,172,68
40,Female,Average,163,56
33,Male,Heavy,170,74
55,Female,Slim,161,47
52,Male,Athletic,179,71
48,Male,Heavy,178,69
54,Male,Athletic,179,73
28,Female,Slim,162,53
57,Female,Heavy,159,82
29,Female,Heavy,160,64
38,Male,Slim,170,65
26,Female,Slim,164,52
35,Female,Average,163,58
34,Male,Heavy,176,96
56,Female,Average,164,61
44,Female,Athletic,158,52
22,Male,Slim,172,54
20,Female,Heavy,172,71
41,Male,Heavy,190,99
51,Female,Average,162,50
22,Male,Athletic,174,76
42,Male,Average,166,63
57,Male,Slim,170,55
60,Male,Athletic,175,69
33,Male,Slim,167,63
38,Female,Athletic,162,54
31,Female,Heavy,162,96
54,Male,Average,166,61
42,Male,Heavy,186,87
31,Female,Heavy,156,77
51,Female,Athletic,173,65
44,Male,Heavy,188,86
20,Female,Average,163,57
52,Male,Athletic,175,70
51,Female,Heavy,158,85
26,Female,Heavy,158,74
27,Female,Slim,160,52
26,Male,Heavy,178,88
55,Male,Heavy,179,103
31,Male,Athletic,174,73
40,Male,Slim,169,59
27,Female,Athletic,163,62
51,Male,Slim,165,58
58,Male,Average,167,67
34,Female,Heavy,162,87
51,Female,Slim,164,47
19,Male,Slim,174,59
27,Female,Heavy,152,71
37,Male,Average,172,71
47,Female,Athletic,169,53
38,Female,Average,162,55
47,Female,Average,165,54
20,Female,Slim,166,50
23,Female,Athletic,166,56
20,Male,Slim,180,54
52,Male,Heavy,175,106
33,Female,Slim,163,50
24,Male,Slim,172,55
58,Male,Slim,168,59
50,Male,Average,165,74
22,Female,Heavy,159,95
34,Male,Athletic,168,63
36,Male,Athletic,178,76
45,Male,Athletic,176,82
50,Female,Athletic,157,61
22,Female,Slim,152,53
58,Female,Heavy,160,73
25,Male,Athletic,172,73
53,Male,Heavy,190,89
21,Male,Slim,169,57
56,Female,Slim,143,49
48,Female,Athletic,164,63
24,Female,Heavy,164,81
20,Female,Heavy,162,72
48,Male,Heavy,178,91
50,Male,Heavy,181,89
52,Male,Heavy,171,86
26,Male,Heavy,184,71
35,Female,Average,161,59
38,Male,Slim,165,64
41,Male,Average,177,56
29,Female,Slim,164,48
37,Female,Slim,154,46
47,Male,Heavy,168,75
25,Female,Heavy,162,85
24,Female,Average,159,52
56,Male,Average,180,68
35,Female,Athletic,173,66
41,Female,Heavy,163,78
46,Male,Heavy,181,89
22,Male,Slim,171,56
55,Female,Average,161,52
34,Male,Athletic,167,69
31,Male,Heavy,173,100
45,Male,Heavy,175,83
51,Female,Athletic,164,57
31,Male,Slim,169,66
28,Female,Average,157,53
24,Male,Average,171,70
37,Male,Slim,176,56
26,Male,Slim,169,59
31,Female,Average,156,60
45,Male,Athletic,182,69
45,Male,Slim,173,59
19,Female,Heavy,160,84
41,Female,Heavy,159,81
60,Female,Average,160,58
38,Female,Heavy,162,74
31,Male,Athletic,176,75
35,Female,Slim,153,45
35,Male,Heavy,181,85
18,Female,Average,158,51
56,Female,Heavy,152,77
43,Male,Average,171,59
49,Female,Athletic,163,64
41,Female,Athletic,169,60
21,Female,Athletic,168,56
31,Male,Heavy,182,99
42,Female,Heavy,159,72
47,Male,Athletic,170,67
52,Female,Heavy,165,90
33,Female,Average,167,51
28,Female,Average,162,60
20,Female,Average,174,55
55,Male,Average,172,69
30,Male,Heavy,180,85
50,Male,Slim,171,63
60,Female,Athletic,162,56
40,Male,Average,177,72
42,Female,Heavy,161,78
23,Female,Athletic,168,61
35,Female,Heavy,154,81
30,Female,Average,161,48
24,Female,Heavy,154,62
38,Male,Heavy,177,82
49,Female,Slim,155,47
31,Male,Slim,173,57
34,Female,Slim,154,52
22,Female,Average,165,50
51,Female,Heavy,164,80
22,Female,Slim,161,49
49,Male,Athletic,171,64
40,Male,Heavy,179,98
50,Male,Athletic,174,77
28,Male,Slim,171,63
42,Male,Heavy,185,77
57,Female,Athletic,170,58
49,Female,Average,163,49
34,Female,Slim,164,51
34,Female,Athletic,175,50
57,Male,Average,163,68
49,Female,Athletic,164,62
36,Female,Athletic,157,63
57,Male,Slim,172,67
35,Female,Athletic,167,64
41,Male,Heavy,173,83
50,Female,Average,160,59
42,Female,Average,159,57
24,Female,Heavy,159,94
45,Female,Slim,152,56
27,Male,Average,173,66
19,Male,Athletic,179,67
40,Female,Heavy,164,73
19,Male,Slim,176,57
49,Male,Heavy,179,75
28,Female,Average,165,51
36,Male,Athletic,179,63
45,Male,Slim,172,60
48,Male,Athletic,175,76
35,Female,Heavy,150,82
55,Female,Slim,164,50
24,Female,Athletic,162,54
30,Male,Heavy,174,103
59,Female,Athletic,170,58
30,Female,Heavy,161,76
25,Male,Slim,170,64
39,Male,Slim,173,67
28,Female,Average,164,52
44,Male,Athletic,176,76
23,Male,Athletic,171,75
48,Male,Average,177,78
52,Female,Heavy,158,93
34,Female,Heavy,158,85
59,Female,Average,152,46
55,Male,Slim,170,57
20,Female,Slim,159,50
34,Female,Heavy,161,80
22,Male,Average,170,69
59,Female,Athletic,166,62
30,Female,Slim,160,56
34,Female,Average,152,55
27,Female,Athletic,169,56
25,Female,Athletic,166,54
39,Female,Athletic,160,61
45,Male,Athletic,168,67
30,Female,Average,164,57
26,Male,Heavy,175,96
48,Male,Average,170,66
53,Female,Slim,161,50
39,Male,Slim,172,66
45,Female,Heavy,158,72
23,Male,Average,168,71
42,Male,Average,166,71
36,Female,Average,160,52
27,Male,Athletic,169,74
49,Male,Slim,167,67
57,Male,Average,179,63
34,Female,Average,164,55
21,Male,Athletic,171,67
50,Female,Slim,163,48
23,Male,Average,179,70
34,Female,Athletic,161,53
28,Female,Average,148,61
33,Male,Athletic,176,75
30,Female,Slim,154,50
31,Female,Average,165,54
21,Female,Athletic,164,55
42,Female,Athletic,155,67
49,Female,Athletic,159,67
53,Male,Average,167,78
52,Female,Heavy,155,80
58,Female,Slim,168,49
32,Male,Average,175,76
48,Male,Athletic,181,68
42,Male,Athletic,168,69
36,Female,Heavy,158,83
48,Female,Average,154,54
21,Female,Heavy,153,71
31,Male,Slim,178,65
37,Male,Slim,163,57
23,Male,Athletic,182,68
25,Female,Slim,159,56
28,Male,Average,174,60
55,Female,Slim,157,50
38,Male,Slim,174,59
59,Male,Heavy,172,79
35,Female,Average,161,57
48,Female,Slim,162,49
45,Male,Athletic,178,77
22,Male,Slim,173,57
27,Female,Average,167,53
36,Female,Heavy,160,67
23,Female,Average,154,53
49,Female,Heavy,153,76
33,Female,Slim,159,50
45,Female,Athletic,156,71
42,Female,Athletic,154,56
39,Female,Athletic,163,63
25,Male,Athletic,170,75
51,Female,Slim,160,51
26,Female,Athletic,164,72
34,Male,Athletic,174,71
18,Male,Average,175,60
45,Female,Athletic,158,64
53,Male,Average,169,62
25,Female,Slim,162,46
34,Male,Average,170,67
53,Male,Heavy,181,88
19,Male,Athletic,172,66
27,Male,Slim,167,57
23,Male,Slim,165,52
40,Male,Heavy,180,83
34,Male,Slim,176,60
38,Male,Average,175,78
27,Male,Slim,169,56
35,Male,Average,173,73
26,Female,Athletic,171,58
35,Female,Heavy,167,80
22,Male,Athletic,175,76
32,Female,Heavy,162,96
35,Male,Athletic,171,70
52,Female,Slim,159,46
34,Female,Slim,156,49
39,Female,Slim,157,52
18,Male,Heavy,183,100
29,Male,Average,168,67
35,Male,Slim,178,62
37,Male,Slim,177,59
26,Male,Average,172,69
36,Male,Athletic,172,76
22,Male,Average,175,72
44,Female,Heavy,159,85
25,Male,Average,181,68
48,Female,Athletic,168,61
34,Male,Average,174,62
36,Male,Athletic,175,71
33,Male,Average,162,78
40,Female,Heavy,148,86
40,Male,Average,165,76
52,Female,Average,162,55
45,Male,Average,178,53
32,Female,Slim,160,47
43,Female,Average,154,54
51,Male,Heavy,178,94
48,Male,Average,168,63
44,Female,Average,163,57
48,Male,Average,174,54
48,Male,Athletic,180,79
22,Male,Athletic,176,74
37,Female,Slim,165,48
18,Female,Athletic,159,58
19,Male,Average,183,65
60,Female,Average,168,61
38,Female,Average,162,55
51,Male,Athletic,180,64
21,Male,Slim,162,56
20,Male,Slim,176,56
23,Male,Average,180,59
21,Male,Slim,176,49
27,Female,Average,165,51
41,Male,Average,177,64
43,Male,Average,172,68
53,Female,Average,163,56
24,Female,Average,159,57
24,Female,Slim,164,50
55,Female,Athletic,166,52
39,Female,Average,165,48
60,Female,Slim,156,49
24,Female,Athletic,167,63
36,Male,Athletic,176,70
31,Female,Average,153,52
52,Male,Average,173,60
22,Female,Average,158,53
45,Female,Slim,169,49
43,Male,Slim,174,56
21,Female,Average,165,64
46,Female,Athletic,168,62
51,Female,Athletic,170,59
25,Female,Heavy,158,62
51,Male,Average,176,66
52,Female,Slim,148,47
40,Male,Slim,171,59
58,Female,Slim,159,46
56,Male,Average,172,65
29,Female,Heavy,152,81
48,Female,Athletic,156,51
50,Male,Slim,160,60
47,Male,Average,173,62
43,Male,Athletic,177,67
46,Male,Slim,176,47
32,Female,Slim,158,59
49,Female,Slim,165,50
37,Male,Heavy,185,99
52,Female,Slim,152,43
47,Male,Athletic,176,66
55,Male,Slim,172,60
44,Female,Heavy,162,76
47,Male,Slim,163,52
21,Male,Average,170,71
39,Male,Slim,173,51
59,Female,Average,164,60
41,Male,Athletic,176,74
22,Male,Average,176,69
36,Male,Average,169,62
37,Female,Athletic,163,58
45,Male,Athletic,175,66
40,Female,Athletic,163,66
30,Female,Heavy,148,81
51,Male,Average,180,58
46,Female,Heavy,158,74
52,Female,Slim,158,47
51,Female,Athletic,173,65
54,Female,Average,161,57
24,Male,Average,179,75
58,Female,Athletic,168,58
43,Female,Heavy,161,80
60,Male,Average,169,77
29,Male,Heavy,171,86
56,Male,Athletic,172,71
51,Female,Average,165,59
44,Female,Average,163,62
57,Female,Heavy,162,79
56,Male,Heavy,180,85
36,Male,Athletic,169,70
60,Male,Average,172,65
20,Female,Average,158,63
18,Female,Heavy,157,65
45,Male,Average,170,76
29,Male,Athletic,174,78
22,Female,Athletic,162,55
48,Female,Slim,159,53
57,Female,Slim,156,51
48,Male,Athletic,179,63
32,Female,Slim,153,55
37,Male,Athletic,175,70
60,Female,Athletic,180,60
47,Male,Average,164,58
30,Female,Average,167,53
55,Male,Slim,168,58
36,Female,Slim,153,43
33,Male,Heavy,167,83
39,Male,Slim,166,58
46,Male,Heavy,188,81
51,Male,Heavy,176,80
29,Male,Slim,175,56
41,Female,Athletic,174,65
54,Female,Athletic,160,48
20,Male,Heavy,178,75
57,Male,Athletic,181,68
52,Male,Athletic,177,63
51,Male,Average,171,72
25,Male,Slim,164,65
26,Male,Average,179,74
38,Male,Heavy,176,75
49,Female,Athletic,165,58
53,Female,Athletic,165,56
34,Female,Slim,166,55
23,Male,Heavy,176,103
44,Female,Heavy,171,78
41,Male,Athletic,186,79
39,Female,Athletic,159,63
48,Female,Heavy,158,98
36,Female,Slim,154,47
36,Female,Heavy,162,81
35,Female,Slim,165,44
32,Female,Athletic,161,66
55,Female,Average,167,57
56,Female,Slim,160,47
43,Female,Slim,175,49
59,Female,Average,161,53
47,Female,Athletic,163,64
26,Male,Average,171,72
25,Female,Slim,163,49
60,Female,Slim,170,51
24,Male,Average,167,65
40,Male,Heavy,179,87
52,Male,Heavy,182,93
57,Male,Slim,172,62
45,Male,Heavy,170,80
43,Female,Athletic,163,57
21,Male,Athletic,171,72
35,Male,Average,172,64
45,Female,Slim,159,45
26,Male,Athletic,175,72
22,Male,Slim,165,57
43,Female,Heavy,160,77
60,Female,Slim,160,51
24,Female,Heavy,140,74
41,Female,Average,167,56
54,Female,Athletic,173,59
59,Male,Heavy,182,94
49,Female,Average,162,58
60,Male,Average,173,66
57,Male,Athletic,178,70
52,Male,Heavy,177,84
50,Male,Average,169,61
26,Male,Athletic,181,74
31,Male,Heavy,183,91
41,Male,Average,168,58
50,Female,Heavy,154,84
24,Male,Athletic,176,69
53,Female,Slim,163,45
26,Male,Athletic,175,77
26,Male,Heavy,183,99
56,Female,Average,156,58
35,Male,Slim,178,60
23,Male,Average,172,59
35,Female,Athletic,162,55
29,Female,Slim,165,46
22,Male,Slim,179,48
56,Female,Athletic,161,53
19,Female,Heavy,148,76
38,Male,Athletic,176,72
45,Female,Average,156,56
44,Male,Heavy,170,101
30,Female,Average,159,56
58,Female,Heavy,154,83
29,Male,Average,184,69
55,Female,Athletic,161,59
45,Female,Heavy,158,84
53,Male,Slim,173,62
18,Female,Slim,157,50
47,Male,Athletic,180,76
55,Male,Athletic,177,74
59,Male,Average,175,72
40,Female,Heavy,162,91
35,Male,Heavy,169,94
31,Male,Slim,174,64
30,Male,Average,168,70
26,Female,Slim,158,55
22,Female,Average,164,59
37,Male,Heavy,175,90
18,Male,Athletic,176,72
22,Male,Slim,176,61
21,Male,Slim,172,55
47,Female,Slim,162,57
56,Male,Heavy,182,102
46,Male,Heavy,174,94
43,Female,Slim,165,48
21,Male,Slim,169,55
55,Female,Slim,166,48
51,Female,Average,157,48
47,Male,Slim,172,54
50,Male,Average,168,61
59,Female,Average,167,56
26,Female,Athletic,165,63
59,Male,Athletic,173,71
28,Male,Athletic,184,77
31,Female,Athletic,158,60
39,Male,Athletic,172,75
35,Female,Average,165,54
50,Female,Athletic,153,61
26,Female,Heavy,150,93
52,Female,Heavy,159,81
30,Female,Athletic,165,55
44,Female,Heavy,159,86
24,Female,Heavy,163,74
51,Female,Average,148,60
18,Male,Slim,162,57
55,Female,Average,164,61
24,Male,Heavy,175,82
35,Female,Heavy,159,66
23,Male,Heavy,179,75
58,Male,Slim,168,61
55,Female,Heavy,157,81
35,Male,Slim,175,53
44,Male,Slim,168,65
52,Female,Heavy,159,83
18,Male,Average,173,74
57,Male,Athletic,180,77
37,Female,Heavy,156,77
45,Female,Average,158,60
52,Female,Athletic,171,55
18,Male,Average,170,71
45,Female,Athletic,157,54
60,Female,Slim,160,50
47,Female,Average,161,65
37,Female,Slim,163,50
21,Male,Athletic,184,74
21,Female,Average,164,58
29,Female,Heavy,157,62
22,Male,Average,167,68
23,Male,Heavy,177,92
20,Female,Athletic,162,61
43,Male,Heavy,180,78
39,Male,Slim,172,56
43,Male,Average,177,70
22,Female,Average,158,58
36,Female,Slim,155,50
36,Male,Heavy,183,82
42,Male,Heavy,177,90
51,Male,Average,180,61
41,Female,Average,162,50
48,Male,Heavy,179,102
26,Female,Average,156,60
50,Female,Slim,163,47
39,Female,Heavy,154,88
32,Male,Athletic,174,81
58,Male,Athletic,169,75
33,Female,Average,154,55
42,Male,Heavy,172,92
41,Male,Heavy,181,95
55,Male,Athletic,185,80
26,Male,Slim,177,64
27,Female,Heavy,159,91
24,Female,Athletic,166,60
31,Male,Heavy,177,87
36,Female,Athletic,163,56
26,Male,Heavy,176,94
22,Female,Average,158,50
34,Male,Slim,169,78
57,Male,Slim,170,62
38,Female,Average,166,53
60,Female,Slim,159,50
35,Male,Heavy,172,89
59,Male,Slim,176,58
48,Male,Heavy,172,101
20,Male,Average,172,77
28,Female,Heavy,157,85
55,Male,Heavy,175,89
60,Female,Heavy,157,80
24,Male,Slim,174,56
49,Male,Heavy,179,86
50,Female,Average,160,52
38,Female,Average,167,56
33,Female,Heavy,151,77
33,Male,Athletic,180,68
19,Male,Heavy,170,81
52,Female,Average,153,65
21,Female,Average,158,51
39,Male,Heavy,181,101
60,Male,Athletic,175,72
24,Female,Heavy,158,83
50,Male,Slim,179,57
46,Male,Average,167,75
32,Male,Average,178,70
32,Female,Athletic,166,62
58,Male,Average,162,73
39,Female,Slim,160,60
40,Male,Athletic,178,78
32,Female,Heavy,162,93
43,Male,Athletic,165,67
30,Male,Heavy,178,94
29,Male,Slim,162,56
23,Female,Heavy,152,71
51,Female,Athletic,162,61
32,Female,Heavy,168,73
51,Female,Slim,159,48
59,Female,Average,165,59
23,Female,Average,164,47
49,Male,Average,175,73
24,Female,Heavy,162,91
56,Female,Average,155,56
20,Male,Heavy,181,106
23,Female,Slim,167,47
25,Female,Average,164,48
18,Male,Heavy,170,77
27,Female,Average,154,66
31,Male,Heavy,180,98
28,Male,Athletic,180,74
36,Male,Athletic,175,73
48,Male,Slim,171,57
51,Female,Athletic,168,68
37,Female,Average,161,58
51,Male,Average,176,67
23,Male,Athletic,171,70
37,Male,Heavy,180,90
36,Female,Athletic,163,56
27,Female,Heavy,158,78
36,Male,Average,172,64
59,Male,Heavy,176,95
20,Male,Slim,171,57
36,Male,Slim,168,57
37,Female,Heavy,167,83
55,Male,Average,176,61
25,Female,Slim,164,45
19,Female,Average,155,63
59,Female,Heavy,162,79
26,Male,Athletic,180,69
46,Male,Slim,171,62
55,Male,Slim,183,66
60,Female,Athletic,168,55
50,Male,Average,180,64
26,Male,Heavy,176,89
39,Female,Heavy,156,73
21,Female,Athletic,169,53
54,Female,Slim,163,47
26,Male,Slim,171,60
56,Male,Athletic,176,73
40,Male,Athletic,173,78
45,Male,Heavy,197,83
51,Male,Average,170,59
37,Male,Heavy,167,97
55,Female,Heavy,167,86
33,Male,Average,175,72
52,Female,Heavy,162,75
43,Female,Slim,164,53
41,Male,Average,183,70
52,Female,Slim,152,49
58,Female,Heavy,156,86
29,Female,Slim,167,49
48,Female,Slim,151,49
59,Male,Athletic,174,76
29,Female,Athletic,164,63
57,Male,Average,171,72
19,Female,Slim,162,53
20,Male,Average,184,81
25,Female,Heavy,153,81
45,Male,Heavy,185,72
42,Female,Heavy,151,84
31,Female,Heavy,158,72
37,Male,Heavy,173,95
53,Male,Slim,165,56
53,Male,Athletic,175,68
52,Male,Slim,180,57
20,Male,Slim,175,67
24,Male,Heavy,187,89
47,Male,Athletic,176,67
26,Male,Athletic,172,69
60,Female,Average,162,56
56,Female,Heavy,144,77
33,Female,Average,164,56
31,Female,Slim,150,48
44,Female,Slim,167,49
26,Female,Heavy,154,84
18,Female,Heavy,159,85
36,Female,Slim,168,52
48,Male,Heavy,176,93
60,Female,Athletic,171,62
29,Male,Athletic,173,68
31,Female,Heavy,163,72
18,Male,Athletic,170,70
55,Male,Average,166,71
41,Male,Heavy,182,83
24,Male,Athletic,181,67
35,Female,Athletic,167,56
45,Female,Heavy,159,90
56,Male,Slim,166,57
25,Female,Heavy,152,82
53,Female,Athletic,169,59
32,Female,Slim,162,48
34,Male,Slim,170,56
60,Female,Slim,152,52
44,Male,Average,180,68
35,Male,Athletic,179,76
31,Female,Average,163,56
28,Male,Slim,173,64
57,Male,Heavy,178,101
18,Male,Average,175,75
54,Female,Slim,155,50
34,Female,Slim,157,45
49,Male,Average,180,63
27,Male,Heavy,172,88
18,Female,Average,155,59
23,Male,Average,168,61
25,Male,Average,172,65
22,Male,Heavy,183,89
57,Female,Heavy,160,70
29,Male,Average,184,76
28,Female,Slim,165,48
43,Male,Heavy,171,75
44,Female,Heavy,165,71
35,Female,Athletic,174,61
19,Female,Slim,163,51
42,Male,Athletic,172,73
36,Male,Slim,165,60
36,Male,Slim,165,64
24,Male,Athletic,172,78
43,Female,Average,162,55
49,Male,Athletic,175,77
35,Male,Average,169,69
31,Female,Athletic,173,58
26,Male,Slim,169,59
27,Female,Slim,159,53
57,Female,Slim,154,50
24,Male,Average,170,76
28,Male,Heavy,179,86
43,Male,Average,171,76
54,Female,Average,167,53
25,Female,Heavy,150,73
21,Female,Average,179,54
51,Male,Slim,177,65
34,Male,Athletic,176,65
34,Male,Average,176,86
26,Female,Slim,164,52
57,Male,Heavy,182,102
50,Male,Average,174,82
44,Male,Slim,162,53
60,Male,Athletic,172,78
46,Female,Slim,156,54
29,Female,Heavy,157,94
49,Male,Average,164,69
60,Male,Heavy,179,91
